,molecule_chembl_id,canonical_smiles,standard_value
6629,CHEMBL3650842,NC1=NC2(COC1)c1cc(Br)ccc1OCC21CC1,40300.0
6630,CHEMBL3650843,NC1=NC2(COC1)c1cc(-c3cncnc3)ccc1OCC21CC1,1210.0
6631,CHEMBL3650844,NC1=NC2(c3cc(Br)ccc3OCC23CC3)C(F)(F)CO1,55800.0
6632,CHEMBL3650845,CC1(C)Oc2ccc(NC(=O)c3ccc(Cl)cn3)cc2[C@@]2(COC(N)=N2)C12COC2,44.7
6633,CHEMBL3650846,CC1(C)Oc2ccc(NC(=O)c3ccc(Br)cn3)cc2[C@@]2(COC(N)=N2)C12COC2,44.4
6634,CHEMBL3650847,COc1cnc(C(=O)Nc2ccc3c(c2)[C@@]2(COC(N)=N2)C2(COC2)C(C)(C)O3)cn1,76.5
6635,CHEMBL3650848,CC1(C)Oc2ccc(NC(=O)c3ccc(Cl)cn3)cc2[C@@]2(COC(N)=N2)C12CC2,81.8
6636,CHEMBL3650849,CC1(C)Oc2ccc(NC(=O)c3ccc(F)cn3)cc2[C@@]2(COC(N)=N2)C12CC2,138.0
6637,CHEMBL3650850,COc1cnc(C(=O)Nc2ccc3c(c2)[C@@]2(COC(N)=N2)C2(CC2)C(C)(C)O3)cn1,99.1
6638,CHEMBL3650851,CC1(C)Oc2ccc(NC(=O)c3cnc(C(F)F)cn3)cc2[C@@]2(COC(N)=N2)C12CC2,91.4
6639,CHEMBL3650852,COc1cnc(C(=O)Nc2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C(C)(C)O3)cn1,107.0
6641,CHEMBL3703225,CC#Cc1cc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)CO3)ccn1,2710.0
6642,CHEMBL3703226,CC#Cc1cc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)CO3)ncn1,1350.0
6643,CHEMBL3703227,CC#Cc1cncc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)CO3)n1,2600.0
6645,CHEMBL3703242,Cc1cc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)CO3)ccn1,55400.0
6646,CHEMBL3703263,NC1=NC2(CO1)c1cc(-c3cnc4[nH]cc(Cl)c4c3)ccc1OCC21CC1,1330.0
6647,CHEMBL3703266,COc1ccnc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C(C)(C)O3)c1,388.0
6648,CHEMBL3703267,Cc1cn2ccc(-c3ccc4c(c3)C3(COC(N)=N3)C3(COC3)C3(CCC3)O4)cc2n1,135000.0
6649,CHEMBL3640021,Cc1cn2cc(-c3ccc4c(c3)C3(COC(N)=N3)C3(COC3)C3(CCC3)O4)ccc2n1,96500.0
6650,CHEMBL3703298,NC1=NC2(CO1)c1cc(-c3cc(Cl)cnc3F)ccc1OCC21CC1,1130.0
6652,CHEMBL3650781,CC1(C)Oc2ccc(-c3cc(F)ccn3)cc2C2(COC(N)=N2)C12COC2,1593.0
6653,CHEMBL3650782,CC1(C)Oc2ccc(-c3cncc(Cl)n3)cc2C2(COC(N)=N2)C12COC2,759.0
6654,CHEMBL3650786,CC1(C)Oc2ccc(-c3cc(Cl)cnc3F)cc2C2(COC(N)=N2)C12COC2,313.0
6655,CHEMBL3650787,COc1ncc(Cl)cc1-c1ccc2c(c1)C1(COC(N)=N1)C1(COC1)C(C)(C)O2,786.0
6656,CHEMBL3650795,CC1(C)Oc2ccc(-c3ccnc(Cl)c3)cc2C2(COC(N)=N2)C12COC2,1064.0
6657,CHEMBL3650796,COc1cc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C(C)(C)O3)ccn1,2314.0
6658,CHEMBL3650799,CC1(C)Oc2ccc(-c3cnc4[nH]ccc4c3)cc2C2(COC(N)=N2)C12COC2,760.0
6666,CHEMBL3650807,CC1(C)Oc2ccc(-c3cccc4[nH]ncc34)cc2C2(COC(N)=N2)C12COC2,994.0
6667,CHEMBL3650808,CC1(C)Oc2ccc(-c3ccc4[nH]ncc4c3)cc2C2(COC(N)=N2)C12COC2,2120.0
6672,CHEMBL3650813,CC1(C)Oc2ccc(-c3ccc4c(c3)OCO4)cc2C2(COC(N)=N2)C12COC2,1450.0
6676,CHEMBL3650817,CC1(C)Oc2ccc(-c3cccc4[nH]ccc34)cc2C2(COC(N)=N2)C12COC2,2420.0
6678,CHEMBL3650838,NC1=NC2(CO1)c1cc(-c3cncc4ccccc34)ccc1OC1(CCC1)C21COC1,4950.0
6679,CHEMBL3650839,NC1=NC2(CO1)c1cc(-c3cnc4ccccc4c3)ccc1OC1(CCC1)C21COC1,19400.0
6680,CHEMBL3650841,Cn1cc2cc(-c3ccc4c(c3)C3(COC(N)=N3)C3(CC3)CO4)ccc2n1,39600.0
6682,CHEMBL3667408,NC1=N[C@@]2(c3cccc(NC(=O)c4ccc(F)cn4)c3)CN(c3ncc(F)cn3)C[C@H]2CS1,0.61
6683,CHEMBL3667409,NC1=N[C@@]2(c3cccc(NC(=O)c4cnc(CO)cn4)c3)CN(c3ncc(F)cn3)C[C@H]2CS1,0.482
6684,CHEMBL3667410,NC1=N[C@@]2(c3cc(NC(=O)c4ccc(F)cn4)ccc3F)CN(c3ncc(F)cn3)C[C@H]2CS1,0.554
6685,CHEMBL3667411,NC1=N[C@@]2(c3cc(NC(=O)c4cnc(CO)cn4)ccc3F)CN(c3ncc(F)cn3)C[C@H]2CS1,0.569
6686,CHEMBL3667412,[C-]#[N+]c1ccc(C(=O)Nc2cccc([C@]34CN(c5ncc(F)cn5)C[C@H]3CSC(N)=N4)c2)nc1,0.45
6687,CHEMBL3667413,NC1=N[C@@]2(c3cccc(NC(=O)c4ncc(F)cc4F)c3)CN(c3ncc(F)cn3)C[C@H]2CS1,0.739
6688,CHEMBL3667414,[C-]#[N+]c1ccc(C(=O)Nc2ccc(F)c([C@]34CN(c5ncc(F)cn5)C[C@H]3CSC(N)=N4)c2)nc1,0.358
6689,CHEMBL3667415,NC1=N[C@@]2(c3cc(NC(=O)c4ncc(F)cc4F)ccc3F)CN(c3ncc(F)cn3)C[C@H]2CS1,0.73
6690,CHEMBL4109501,[C-]#[N+]c1ccc2c(c1)[C@]1(N=C(N)N(Cc3ncccn3)C1=O)[C@]1(CC[C@H](OC)[C@H](CC)C1)C2,11.0
6691,CHEMBL4107226,CC[C@@H]1C[C@]2(CC[C@H]1OC)Cc1ccc(C#N)cc1[C@]21N=C(N)N(CC2CCOCC2)C1=O,8.0
6692,CHEMBL4113169,CC[C@@H]1C[C@]2(CC[C@H]1OC)Cc1ccc(C#N)cc1[C@]21N=C(N)N(CC(C)(C)F)C1=O,10.0
6693,CHEMBL4113644,CC[C@@H]1C[C@]2(CC[C@H]1OC)Cc1ccc(C#N)cc1[C@]21N=C(N)N(CC2(F)CCOCC2)C1=O,5.0
6694,CHEMBL3964240,CC[C@H]1C[C@@]2(CC[C@@H]1OC)Cc1ccc(C#N)cc1[C@]21N=C(N)N(C[C@H]2CCCO2)C1=O,8.0
6695,CHEMBL3916731,CO[C@H]1CC[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(Cc2ncccn2)C3=O)C[C@@H]1C,11.0
6696,CHEMBL3658356,COCCN1C(=O)[C@]2(N=C1N)c1cc(C#N)ccc1C[C@@]21CC[C@H](OC)[C@@H](C)C1,2.0
6697,CHEMBL3929173,CO[C@H]1CC[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(CC2(C)COC2)C3=O)C[C@@H]1C,5.0
6698,CHEMBL3892262,CO[C@H]1CC[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(Cc2ccncn2)C3=O)C[C@@H]1C,9.0
6699,CHEMBL4109974,CO[C@@H]1[C@@H](C)C[C@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(Cc2ncc(F)cn2)C3=O)C[C@H]1C,9.0
6700,CHEMBL4109666,CO[C@@H]1[C@@H](C)C[C@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(CC2(C)COC2)C3=O)C[C@H]1C,4.0
6701,CHEMBL4112862,CO[C@@H]1[C@@H](C)C[C@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(C2COC2)C3=O)C[C@H]1C,3.0
6702,CHEMBL4108797,CO[C@@H]1[C@@H](C)C[C@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(CC2COC2)C3=O)C[C@H]1C,9.0
6703,CHEMBL4108996,CO[C@@H]1[C@@H](C)C[C@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(C[C@H]2CCCO2)C3=O)C[C@H]1C,5.0
6704,CHEMBL3896933,CO[C@@H]1[C@@H](C)C[C@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(C[C@@H]2CCCO2)C3=O)C[C@H]1C,11.0
6705,CHEMBL4111976,CO[C@@H]1[C@@H](C)C[C@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(CC2CCOCC2)C3=O)C[C@H]1C,11.0
6706,CHEMBL4110164,CO[C@@H]1[C@@H](C)C[C@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(CC(C)(C)F)C3=O)C[C@H]1C,14.0
6707,CHEMBL3967706,CO[C@@H]1[C@@H](C)C[C@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(C[C@@H]2CCO2)C3=O)C[C@H]1C,9.0
6708,CHEMBL4106537,CO[C@@H]1[C@@H](C)C[C@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(CCC2COC2)C3=O)C[C@H]1C,6.0
6709,CHEMBL4108178,CO[C@@H]1[C@@H](C)C[C@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(C[C@@H]2COCCO2)C3=O)C[C@H]1C,5.0
6710,CHEMBL3980437,CO[C@@H]1[C@@H](C)C[C@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(C[C@H]2COCCO2)C3=O)C[C@H]1C,8.0
6711,CHEMBL4109090,CO[C@@H]1[C@@H](C)C[C@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(CC2(F)CCOCC2)C3=O)C[C@H]1C,12.0
6712,CHEMBL4111446,CO[C@@H]1[C@@H](C)C[C@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(Cc2ccncn2)C3=O)C[C@H]1C,5.0
6713,CHEMBL3957841,CC[C@@H]1C[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(CC(C)(C)F)C3=O)C[C@H](C)[C@H]1OC,9.0
6714,CHEMBL3921692,CO[C@H]1CC[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(CC2COCCO2)C3=O)C[C@@H]1C,6.0
6715,CHEMBL3658608,C=C1C[C@@](C)(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)O1,47.3
6716,CHEMBL3658609,C=C1C[C@@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)O1,27.0
6719,CHEMBL3658616,CC1=C[C@@](C)(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)O1,97.0
6720,CHEMBL3658610,C=C1C[C@@](C)(c2cc(NC(=O)c3cnc(OC)cn3)ccc2F)N=C(N)O1,30000.0
6721,CHEMBL3658611,C=C1C[C@@](C)(c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)N=C(N)O1,30000.0
6722,CHEMBL3658612,C=C1C[C@@](C)(c2cc(NC(=O)c3ncc(F)cc3F)ccc2F)N=C(N)O1,30000.0
6723,CHEMBL3658613,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2Cl)CCOC(N)=N1,30000.0
6726,CHEMBL3658614,COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)CCOC(N)=N3)c2)cn1,30000.0
6727,CHEMBL3658615,C[C@@]1(c2cc(NC(=O)c3ncc(F)cc3F)ccc2F)CCOC(N)=N1,30000.0
6728,CHEMBL3658617,CC#Cc1cncc(-c2csc([C@]3(C)CCOC(N)=N3)c2)c1,30000.0
6729,CHEMBL3658618,CC1=C[C@@](C)(c2cc(NC(=O)c3ncc(F)cc3F)ccc2F)N=C(N)O1,30000.0
6730,CHEMBL3639574,CC1=C[C@@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)O1,30000.0
6731,CHEMBL3658619,CC1=C[C@@](C)(c2cc(NC(=O)c3ccc(C(F)(F)F)cn3)ccc2F)N=C(N)O1,30000.0
6732,CHEMBL3658620,COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)C=C(C)OC(N)=N3)c2)cn1,30000.0
6733,CHEMBL3658621,CC1=C[C@@](C)(c2cc(NC(=O)c3ncc(C#N)cc3F)ccc2F)N=C(N)O1,30000.0
6734,CHEMBL3672685,CC1=N[C@@]2(N=C1N)c1cc(OCC(C)C)ccc1C[C@]21CC[C@@H](O)CC1,13.0
6735,CHEMBL3913265,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC(C)(F)F)cc1C21N=C(C)C(N)=N1,5000.0
6736,CHEMBL3672687,CC1=NC2(N=C1N)c1cc(Br)ccc1C[C@]21CC[C@@H](O)CC1,6.7
6737,CHEMBL3672688,CC1=N[C@@]2(N=C1N)c1cc(Br)ccc1C[C@]21CC[C@@H](O)CC1,270.0
6739,CHEMBL3891777,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CCC3)cc1[C@@]21N=C(C)C(N)=N1,4.2
6740,CHEMBL4112651,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CCC3)cc1[C@]21N=C(C)C(N)=N1,2.7
6742,CHEMBL3893021,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC(C)C)cc1[C@@]21N=C(C)C(N)=N1,4.7
6743,CHEMBL4110988,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC(C)C)cc1[C@]21N=C(C)C(N)=N1,1.1
6746,CHEMBL3898248,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCCC(F)(F)F)cc1[C@@]21N=C(C)C(N)=N1,4.7
6747,CHEMBL4108386,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCCC(F)(F)F)cc1[C@]21N=C(C)C(N)=N1,1600.0
6748,CHEMBL3672695,CC1=N[C@]2(N=C1N)c1cc(OCCCF)ccc1C[C@]21CC[C@@H](OC(F)F)CC1,3.0
6749,CHEMBL3672696,CC1=N[C@@]2(N=C1N)c1cc(OCCCF)ccc1C[C@]21CC[C@@H](OC(F)F)CC1,2900.0
6750,CHEMBL3899321,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC(C)F)cc1C21N=C(C)C(N)=N1,6.7
6751,CHEMBL3672698,CC1=N[C@]2(N=C1N)c1cc(-c3cc(Cl)cc(C#N)c3)ccc1C[C@]21CC[C@@H](O)CC1,3.2
6752,CHEMBL3672699,CC1=N[C@@]2(N=C1N)c1cc(-c3cc(Cl)cc(C#N)c3)ccc1C[C@]21CC[C@@H](O)CC1,780.0
6753,CHEMBL3959439,CC1=NC2(N=C1N)c1cc(Br)ccc1C[C@]21CC[C@@H](OC(C)C)CC1,3700.0
6754,CHEMBL3984088,CC1=NC2(N=C1N)c1cc(OCCCF)ccc1C[C@]21CC[C@@H](OC(C)C)CC1,250.0
6755,CHEMBL3672702,CC[C@@H](C)Oc1ccc2c(c1)C1(N=C(C)C(N)=N1)[C@]1(CC[C@H](OC)CC1)C2,89.0
6756,CHEMBL3891320,CO[C@H]1CC[C@]2(CC1)Cc1ccc(O)cc1[C@@]21N=C(C)C(N)=N1,1300.0
6758,CHEMBL3672704,CC#Cc1cncc(-c2ccc3c(c2)[C@]2(N=C(C)C(N)=N2)[C@]2(CC[C@H](O)CC2)C3)c1,6530.0
6759,CHEMBL3928706,CO[C@H]1CC[C@]2(CC1)Cc1cc(C)c(Br)cc1C21N=C(C)C(N)=N1,1659.0
6760,CHEMBL3913223,CC#Cc1cncc(-c2cc3c(cc2C)C[C@]2(CC[C@@H](OC)CC2)C32N=C(C)C(N)=N2)c1,15.0
6761,CHEMBL3937729,[C-]#[N+]c1cc(Cl)cc(-c2cc3c(cc2C)C[C@]2(CC[C@@H](OC)CC2)C32N=C(C)C(N)=N2)c1,24.0
6762,CHEMBL3672708,COC1CCC2(CC1)Cc1cc(F)c(Br)cc1C21N=C(C)C(N)=N1,516.0
6763,CHEMBL3947671,CO[C@H]1CC[C@]2(CC1)Cc1cc(F)c(-c3cc(Cl)cc(C#N)c3)cc1C21N=C(C)C(N)=N1,23.0
6764,CHEMBL3902640,CO[C@H]1CC[C@]2(CC1)Cc1cc(F)c(-c3cc(Cl)cc(C#N)c3)cc1[C@@]21N=C(C)C(N)=N1,2.4
6765,CHEMBL4113193,CO[C@H]1CC[C@]2(CC1)Cc1cc(F)c(-c3cc(Cl)cc(C#N)c3)cc1[C@]21N=C(C)C(N)=N1,4300.0
6766,CHEMBL3969309,CO[C@H]1CC[C@]2(CC1)Cc1cc(F)c(-c3cncc(Cl)c3)cc1C21N=C(C)C(N)=N1,36.0
6767,CHEMBL3943188,CO[C@H]1CC[C@]2(CC1)Cc1cc(F)c(-c3cc(F)cc(C#N)c3)cc1C21N=C(C)C(N)=N1,23.0
6768,CHEMBL3916194,CO[C@H]1CC[C@]2(CC1)Cc1cc(F)c(-c3cc(F)cc(C#N)c3)cc1[C@@]21N=C(C)C(N)=N1,13.0
6769,CHEMBL4111344,CO[C@H]1CC[C@]2(CC1)Cc1cc(F)c(-c3cc(F)cc(C#N)c3)cc1[C@]21N=C(C)C(N)=N1,5000.0
6770,CHEMBL3925196,CO[C@H]1CC[C@]2(CC1)Cc1cc(F)c(OCCCF)cc1C21N=C(C)C(N)=N1,39.0
6771,CHEMBL3672717,CC1=NC2(N=C1N)c1cc(Br)ccc1CCC21CC1,4870.0
6772,CHEMBL3672718,CC1=NC2(N=C1N)c1cc(-c3cc(F)cc(C#N)c3)ccc1CCC21CC1,79.0
6773,CHEMBL3672719,CC1=NC2(N=C1N)c1cc(-c3cc(F)cc(F)c3)ccc1CCC21CC1,130.0
6774,CHEMBL3672720,CC1=NC2(N=C1N)c1cc(-c3cncc(Cl)c3)ccc1CCC21CC1,30.0
6775,CHEMBL3672721,CO[C@H]1CC[C@@]2(CCc3ccc(Br)cc3C23N=C(C)C(N)=N3)CC1,411.0
6776,CHEMBL3672722,CO[C@H]1CC[C@]2(CCc3ccc(Br)cc3C23N=C(C)C(N)=N3)CC1,8920.0
6777,CHEMBL3672723,COc1cc(C#N)cc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC3)CC[C@@H](OC)CC2)c1,5.0
6778,CHEMBL3672724,COc1cc(C#N)cc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC3)CC[C@H](OC)CC2)c1,587.0
6779,CHEMBL3672725,CO[C@H]1CC[C@@]2(CCc3ccc(-c4cncc(Cl)c4)cc3C23N=C(C)C(N)=N3)CC1,14.0
6780,CHEMBL3672726,CO[C@H]1CC[C@]2(CCc3ccc(-c4cncc(Cl)c4)cc3C23N=C(C)C(N)=N3)CC1,333.0
6781,CHEMBL3672727,CC#Cc1cncc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC3)CC[C@H](OC)CC2)c1,212.0
6782,CHEMBL3672728,CC#Cc1cncc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC3)CC[C@@H](OC)CC2)c1,19.0
6783,CHEMBL3672729,CC1=NC2(N=C1N)c1cc(-c3cc(Cl)cc(C#N)c3)ccc1CCC21CC1,15.0
6784,CHEMBL3672730,COC1CCC2(CCc3ccc(-c4cc(Cl)cc(C#N)c4)cc3C23N=C(C)C(N)=N3)CC1,5.7
6785,CHEMBL3672731,CO[C@H]1CC[C@@]2(CCc3ccc(-c4cc(Cl)cc(C#N)c4)cc3C23N=C(C)C(N)=N3)CC1,392.0
6786,CHEMBL3672732,CO[C@H]1CC[C@]2(CCc3ccc(-c4cc(Cl)cc(C#N)c4)cc3C23N=C(C)C(N)=N3)CC1,3.6
6787,CHEMBL3672733,CO[C@H]1CC[C@@]2(CCc3ccc(-c4cc(Cl)cc(C#N)c4)cc3[C@@]23N=C(C)C(N)=N3)CC1,5000.0
6788,CHEMBL3915935,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3(C)CC3)cc1C21N=C(C)C(N)=N1,18.0
6789,CHEMBL3891403,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CC(F)(F)C3)cc1C21N=C(C)C(N)=N1,50.0
6790,CHEMBL3923244,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CC3)cc1C21N=C(C)C(N)=N1,7.4
6791,CHEMBL3937398,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CC3)cc1[C@@]21N=C(C)C(N)=N1,3.7
6792,CHEMBL4112540,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CC3)cc1[C@]21N=C(C)C(N)=N1,5000.0
6793,CHEMBL3905816,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CC3(F)F)cc1C21N=C(C)C(N)=N1,13.0
6795,CHEMBL3927449,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CCC3)cc1[C@@]21N=C(C)C(N)=N1,4.5
6796,CHEMBL4111911,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CCC3)cc1[C@]21N=C(C)C(N)=N1,4900.0
6797,CHEMBL3939963,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCCC3CC3)cc1C21N=C(C)C(N)=N1,3.7
6798,CHEMBL4112416,C[C@H]1C[C@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(CCC(F)(F)F)C3=O)C[C@@H](C)[C@@H]1O,14.6
6799,CHEMBL4108077,C[C@H]1C[C@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(CC(C)(C)F)C3=O)C[C@@H](C)[C@@H]1O,10.3
6800,CHEMBL4108836,C[C@H]1C[C@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(CC(C)(C)Cl)C3=O)C[C@@H](C)[C@@H]1O,3.0
6801,CHEMBL4113868,C[C@H]1C[C@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(CC2(F)CCOCC2)C3=O)C[C@@H](C)[C@@H]1O,2.7
6802,CHEMBL4112809,C[C@H]1C[C@]2(Cc3ccc(-c4cncnc4)cc3[C@]23N=C(N)N(CC(C)(C)F)C3=O)C[C@@H](C)[C@@H]1O,2.6
6803,CHEMBL4114265,C[C@H]1C[C@]2(Cc3ccc(NC(=O)C(C)(C)F)cc3[C@]23N=C(N)N(CC(C)(C)F)C3=O)C[C@@H](C)[C@@H]1O,6.3
6804,CHEMBL3893067,CC[C@@H]1C[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(CC(C)(C)F)C3=O)C[C@H](C)[C@H]1O,3.4
6805,CHEMBL3929995,CC[C@@H]1C[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(CC2COCCO2)C3=O)C[C@H](C)[C@H]1O,1.9
6806,CHEMBL4109880,CC[C@@H]1C[C@]2(CC[C@H]1O)Cc1ccc(C#N)cc1[C@]21N=C(N)N(CC(C)(C)F)C1=O,10.7
6807,CHEMBL4107914,C[C@H]1C[C@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(CC2CC2)C3=O)C[C@@H](C)[C@@H]1O,10.6
6808,CHEMBL4109077,C[C@H]1CC2(Cc3ccc(Cl)cc3[C@]23N=C(N)N(Cc2ncccn2)C3=O)C[C@@H](C)[C@@H]1O,14.6
6809,CHEMBL3921904,C[C@H]1C[C@@]2(CC[C@@H]1O)Cc1ccc(-c3cccnc3)cc1[C@]21N=C(N)N(Cc2ncccn2)C1=O,6.8
6810,CHEMBL3953596,C[C@H]1C[C@@]2(CC[C@@H]1O)Cc1ccc(C#N)cc1[C@]21N=C(N)N(CC2CC(F)(F)C2)C1=O,8.7
6811,CHEMBL4110323,C[C@H]1C[C@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(CC2CC(F)(F)C2)C3=O)C[C@@H](C)[C@@H]1O,4.5
6812,CHEMBL4111013,C[C@H]1C[C@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(CCc2ccncc2)C3=O)C[C@@H](C)[C@@H]1O,9.7
6813,CHEMBL4111730,Cc1cc(CN2C(=O)[C@]3(N=C2N)c2cc(C#N)ccc2C[C@]32C[C@H](C)[C@@H](O)[C@H](C)C2)ccn1,9.4
6814,CHEMBL3672941,NC1=N[C@@]2(c3cc(NC(=O)c4ccc(F)cn4)ccc3F)COC[C@@]2(F)CS1,15.6
6815,CHEMBL3672942,COc1cnc(C(=O)Nc2ccc(F)c([C@]34COC[C@@]3(F)CSC(N)=N4)c2)cn1,13.2
6816,CHEMBL3672943,[C-]#[N+]c1ccc(C(=O)Nc2ccc(F)c([C@]34COC[C@@]3(F)CSC(N)=N4)c2)nc1,6.66
6817,CHEMBL3672944,[C-]#[N+]c1ccc(C(=O)Nc2ccc(F)c([C@]34COC[C@@]3(F)COC(N)=N4)c2)nc1,45.0
6818,CHEMBL3672945,NC1=N[C@@]2(c3cc(NC(=O)c4cnc(OCC5(F)CC5)cn4)ccc3F)COC[C@@]2(F)CO1,25.7
6819,CHEMBL3673187,COc1cc(F)c(C23CO[C@@H](COCc4ccccc4)C[C@H]2CSC(N)=N3)cc1C#N,1220.0
6820,CHEMBL3673188,N#Cc1cc(C23CO[C@@H](COCc4ccccc4)C[C@H]2CSC(N)=N3)c(F)cc1F,445.0
6821,CHEMBL3673189,N#Cc1cc(C23CO[C@@H](CO)C[C@H]2CSC(N)=N3)c(F)cc1F,5550.0
6822,CHEMBL3673190,N#Cc1cc(C23CO[C@@H](CF)C[C@H]2CSC(N)=N3)c(F)cc1F,854.0
6823,CHEMBL3673191,COC[C@H]1C[C@H]2CSC(N)=NC2(c2cc(C#N)c(F)cc2F)CO1,320.0
6824,CHEMBL3673192,C[C@H]1C[C@H]2CSC(N)=NC2(c2cc(C#N)ccc2Cl)CO1,2330.0
6825,CHEMBL3673193,C[C@H]1C[C@H]2CSC(N)=NC2(c2cccc(C#N)c2)CO1,1780.0
6826,CHEMBL3673194,NC1=N[C@@]2(c3cc(CNCC(F)(F)F)c(F)cc3F)CO[C@@H](CF)C[C@H]2CS1,76.0
6827,CHEMBL3673195,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2cc(CNCC(F)(F)F)c(F)cc2F)CO1,76.0
6828,CHEMBL3673196,Cc1cc([C@H]2C[C@H]3CSC(N)=NC3(c3cc(C#N)ccc3F)CO2)on1,64.0
6829,CHEMBL3673197,Cc1coc([C@H]2C[C@H]3CSC(N)=NC3(c3cc(C#N)ccc3F)CO2)n1,107.0
6830,CHEMBL3673198,Cn1cc([C@H]2C[C@H]3CSC(N)=NC3(c3cc(C#N)ccc3F)CO2)cn1,60.0
6831,CHEMBL3673199,N#Cc1ccc(F)c(C23CO[C@@H](C4CC4)C[C@H]2CSC(N)=N3)c1,342.0
6832,CHEMBL3673200,C[C@H]1C[C@H]2CSC(N)=NC2(c2cc(C#N)ccc2F)CO1,967.0
6833,CHEMBL3673201,NC1=N[C@@]2(c3cc(CNCC(F)(F)F)ccc3F)CO[C@@H](CF)C[C@H]2CS1,376.0
6834,CHEMBL3673202,Cn1cc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3cc(CNCC(F)(F)F)ccc3F)CO2)cn1,19.0
6835,CHEMBL3673203,Cc1cc([C@H]2C[C@H]3[C@@H](C)SC(N)=NC3(c3cc(C#N)ccc3F)CO2)on1,82.0
